clap_rank,guitar_rank,hat_rank,kick_rank,piano_rank,rim_rank,shake_rank,snare_rank,synth_rank,clap,guitar,hat,kick,piano,rim,shake,snare,synth,oscType_0,isNoise_0,A_0,D_0,S_0,R_0,pitch_0_0,pitch_1_0,pitch_2_0,pitch_3_0,bpCutLow_0,bpCutHigh_0,bpOrder_0,amplitude_0,start_0,length_0
9.0,3.0,4.0,2.0,7.0,5.0,6.0,8.0,1.0,0.0,0.16950856149196625,0.1306406706571579,0.20455370843410492,0.024795450270175934,0.10492072999477386,0.05059994012117386,0.002626156434416771,0.31235477328300476,0,1,3,0,0,3,6,100,112,112,32,39,2,3,8,0
9.0,5.0,2.0,6.0,8.0,4.0,3.0,7.0,1.0,0.0,0.1010875552892685,0.17838433384895325,0.09573530405759811,0.006184019614011049,0.12378010153770447,0.1263228803873062,0.03827771171927452,0.3302280902862549,0,0,0,0,2,1,26,108,24,48,84,95,2,0,8,0
8.0,3.0,4.0,2.0,7.0,5.0,9.0,6.0,1.0,0.006196295376867056,0.17404258251190186,0.1072433590888977,0.18800334632396698,0.06269875168800354,0.0706915557384491,0.0,0.0693332627415657,0.3217908442020416,0,0,0,3,3,3,118,48,48,112,46,77,1,1,3,2
9.0,6.0,2.0,5.0,3.0,4.0,8.0,7.0,1.0,0.0,0.05402599647641182,0.18549844622612,0.07379131019115448,0.10583730787038803,0.10330808907747269,0.00343764154240489,0.010775367729365826,0.4633258283138275,2,0,2,2,2,1,34,68,96,16,74,80,1,3,0,5
8.0,3.0,2.0,5.0,7.0,4.0,9.0,6.0,1.0,0.027169356122612953,0.1094026193022728,0.16341103613376617,0.08971979469060898,0.055717915296554565,0.1043570414185524,0.0,0.0828322172164917,0.3673900067806244,0,0,2,1,3,1,54,84,8,64,66,108,0,2,7,0
9.0,4.0,3.0,2.0,5.0,6.0,7.0,8.0,1.0,0.0,0.11405700445175171,0.13389694690704346,0.26412075757980347,0.05956684798002243,0.05922782048583031,0.042499441653490067,0.027774956077337265,0.2988562285900116,0,0,1,3,2,2,22,28,96,48,14,56,0,0,0,0
6.0,1.0,4.0,9.0,5.0,3.0,8.0,7.0,2.0,0.08836731314659119,0.2241891324520111,0.1443300098180771,0.0,0.10150047391653061,0.14464935660362244,0.008266601711511612,0.0739879459142685,0.21470916271209717,0,1,2,2,1,0,2,68,8,80,18,96,1,0,1,0
9.0,3.0,4.0,2.0,7.0,5.0,6.0,8.0,1.0,0.0,0.19906888902187347,0.11199656128883362,0.20282311737537384,0.0346657820045948,0.07926993072032928,0.03948007524013519,0.026975704357028008,0.30571994185447693,0,1,3,3,2,3,58,52,112,16,24,47,2,3,9,0
9.0,5.0,2.0,4.0,8.0,7.0,6.0,3.0,1.0,0.0,0.07165352255105972,0.21235594153404236,0.11082672327756882,0.018403079360723495,0.06102318689227104,0.0687795951962471,0.1853187084197998,0.27163922786712646,2,0,1,1,0,2,98,8,56,64,112,119,0,0,5,1
8.0,4.0,2.0,5.0,9.0,6.0,7.0,3.0,1.0,0.0012810372281819582,0.1003108024597168,0.14828860759735107,0.09758397191762924,0.0,0.08776989579200745,0.05149001628160477,0.11229705065488815,0.40097862482070923,0,0,1,3,2,0,114,0,32,80,70,101,1,3,4,1
8.0,5.0,2.0,4.0,7.0,3.0,9.0,6.0,1.0,0.03408186137676239,0.11302288621664047,0.14445842802524567,0.11547969281673431,0.07847484946250916,0.1382126659154892,0.0,0.08870617300271988,0.2875634431838989,0,0,2,0,3,3,78,84,0,80,90,104,0,1,2,4
9.0,5.0,4.0,2.0,7.0,3.0,8.0,6.0,1.0,0.0,0.09682448953390121,0.14505037665367126,0.17169159650802612,0.05737832188606262,0.15723392367362976,0.041765086352825165,0.0868663340806961,0.24318987131118774,0,0,2,2,1,1,0,100,112,112,88,111,1,1,3,1
8.0,7.0,2.0,5.0,9.0,6.0,3.0,4.0,1.0,0.021252961829304695,0.03461684286594391,0.23542055487632751,0.10014963150024414,0.0,0.08113010972738266,0.14752967655658722,0.12864552438259125,0.25125470757484436,0,1,0,3,3,0,14,32,88,64,92,107,2,1,7,2
9.0,2.0,5.0,3.0,7.0,6.0,8.0,4.0,1.0,0.0,0.20138685405254364,0.10889270156621933,0.1703534573316574,0.01623229682445526,0.09191424399614334,0.011079883202910423,0.13255712389945984,0.2675834596157074,1,1,1,1,3,0,20,8,48,80,44,46,2,3,7,2
7.0,5.0,2.0,6.0,9.0,8.0,4.0,3.0,1.0,0.05898425728082657,0.10115189850330353,0.188190758228302,0.09979497641324997,0.0,0.057846762239933014,0.11180995404720306,0.13563944399356842,0.24658189713954926,0,0,1,3,1,1,26,52,64,0,86,105,1,2,9,0
9.0,4.0,3.0,2.0,7.0,5.0,6.0,8.0,1.0,0.0,0.11908437311649323,0.15268781781196594,0.2183433324098587,0.034791383892297745,0.09337422251701355,0.05883796140551567,0.02669433318078518,0.29618656635284424,0,1,3,1,3,3,114,68,104,0,14,39,2,0,2,1
8.0,6.0,2.0,4.0,9.0,7.0,5.0,3.0,1.0,0.004129917826503515,0.05231877416372299,0.23202544450759888,0.08354451507329941,0.0,0.051540736109018326,0.07147866487503052,0.16547399759292603,0.3394879400730133,0,1,2,1,3,1,110,88,96,96,110,112,0,0,8,0
7.0,3.0,4.0,9.0,2.0,6.0,8.0,5.0,1.0,0.0759040042757988,0.1661401093006134,0.15773393213748932,0.0,0.1915133148431778,0.07772598415613174,0.025424852967262268,0.08389025926589966,0.22166754305362701,0,1,0,2,2,1,96,8,112,32,50,77,1,2,0,3
8.0,7.0,1.0,6.0,9.0,5.0,3.0,4.0,2.0,0.04515589401125908,0.0600021556019783,0.22932127118110657,0.1013261154294014,0.0,0.10564621537923813,0.14409436285495758,0.1089966669678688,0.20545731484889984,0,1,2,3,3,0,28,76,112,80,104,110,1,3,8,0
8.0,7.0,2.0,5.0,9.0,3.0,6.0,4.0,1.0,0.03352963551878929,0.043817173689603806,0.2005731761455536,0.12113747745752335,0.0,0.12797915935516357,0.08690851926803589,0.12150726467370987,0.26454758644104004,1,1,3,2,3,3,94,40,32,96,98,103,1,0,2,1
8.0,3.0,4.0,2.0,5.0,6.0,9.0,7.0,1.0,0.012992095202207565,0.1536378115415573,0.1286872774362564,0.15554149448871613,0.1239314153790474,0.11333538591861725,0.0,0.0951022356748581,0.21677228808403015,0,0,2,2,3,2,74,28,8,48,54,82,2,3,5,2
9.0,4.0,5.0,2.0,7.0,3.0,8.0,6.0,1.0,0.0,0.13495877385139465,0.12208670377731323,0.17958854138851166,0.044882822781801224,0.1523037552833557,0.025981666520237923,0.05941877141594887,0.2807789444923401,0,0,0,2,1,0,96,116,88,112,114,115,1,2,2,6
9.0,3.0,4.0,5.0,2.0,6.0,8.0,7.0,1.0,0.0,0.16507495939731598,0.12078481167554855,0.11824071407318115,0.1717449277639389,0.09165165573358536,0.01933295466005802,0.04190218448638916,0.2712678015232086,1,0,1,0,1,1,32,48,64,80,58,79,1,3,1,5
8.0,5.0,2.0,3.0,9.0,6.0,4.0,7.0,1.0,0.033738795667886734,0.07337799668312073,0.21581152081489563,0.10796652734279633,0.0,0.07123161852359772,0.10463675856590271,0.05842567980289459,0.33481109142303467,0,0,0,2,3,3,118,92,72,80,0,111,1,2,9,0
9.0,4.0,2.0,3.0,5.0,7.0,8.0,6.0,1.0,0.0,0.08982180058956146,0.1795337200164795,0.1562526822090149,0.05270533636212349,0.03186587989330292,0.023303238674998283,0.036220647394657135,0.4302966892719269,0,0,1,3,3,2,2,96,112,112,24,110,0,3,1,1
6.0,2.0,3.0,9.0,5.0,7.0,8.0,4.0,1.0,0.07490944862365723,0.19690746068954468,0.14662005007266998,0.0,0.08595936000347137,0.06903833150863647,0.01686682179570198,0.13240155577659607,0.2772969901561737,0,1,2,0,2,1,8,24,88,112,30,106,1,3,7,1
9.0,4.0,3.0,2.0,5.0,7.0,8.0,6.0,1.0,0.0,0.12493576854467392,0.16353140771389008,0.2385917603969574,0.07882504165172577,0.04098038375377655,0.0238665658980608,0.045008085668087006,0.28426098823547363,0,0,2,0,0,1,94,32,24,16,10,64,0,2,1,0
3.0,2.0,5.0,9.0,6.0,7.0,8.0,4.0,1.0,0.14728035032749176,0.20029780268669128,0.13508789241313934,0.0,0.0939740315079689,0.021471554413437843,0.006589545402675867,0.13714852929115295,0.25815027952194214,0,1,3,0,1,3,44,32,24,16,72,88,0,2,5,1
9.0,3.0,2.0,4.0,6.0,5.0,8.0,7.0,1.0,0.0,0.12913483381271362,0.17178820073604584,0.12794682383537292,0.041571423411369324,0.10322493314743042,0.001538874115794897,0.014328272081911564,0.41046664118766785,0,0,2,2,3,3,78,88,72,64,66,86,0,0,6,3
8.0,7.0,2.0,4.0,9.0,6.0,3.0,5.0,1.0,0.01668255589902401,0.0397430956363678,0.23606450855731964,0.12761397659778595,0.0,0.06975236535072327,0.1438634693622589,0.11158349364995956,0.2546965181827545,0,1,0,3,1,3,94,24,104,0,100,113,1,0,3,4
9.0,5.0,2.0,3.0,8.0,6.0,7.0,4.0,1.0,0.0,0.11803265661001205,0.17548535764217377,0.149999737739563,0.002215914661064744,0.08073600381612778,0.04055730253458023,0.12250160425901413,0.31047141551971436,0,0,1,0,2,1,114,28,80,112,28,119,0,1,4,4
9.0,5.0,3.0,1.0,7.0,6.0,4.0,8.0,2.0,0.0,0.07976791262626648,0.17455141246318817,0.253031849861145,0.06370927393436432,0.07747398316860199,0.08861636370420456,0.021935440599918365,0.2409137487411499,0,1,0,2,1,2,88,64,32,16,6,17,0,0,2,6
7.0,5.0,4.0,6.0,8.0,2.0,9.0,3.0,1.0,0.06836353242397308,0.1294313371181488,0.13147003948688507,0.1035146415233612,0.009782852604985237,0.17876413464546204,0.0,0.1610647290945053,0.2176087349653244,0,0,3,1,1,1,4,12,80,16,84,100,1,3,5,4
9.0,3.0,5.0,2.0,4.0,6.0,8.0,7.0,1.0,0.0,0.13557299971580505,0.12814104557037354,0.17645667493343353,0.13115979731082916,0.11052641272544861,0.02607458457350731,0.10357632488012314,0.18849216401576996,2,0,0,0,1,1,118,8,72,48,24,57,0,2,7,2
8.0,7.0,1.0,5.0,9.0,6.0,3.0,4.0,2.0,0.007736696861684322,0.03044694848358631,0.26005294919013977,0.11622922867536545,0.0,0.06137685477733612,0.13782446086406708,0.13001781702041626,0.25631505250930786,0,1,0,3,2,2,94,76,48,112,92,116,2,2,1,4
9.0,4.0,2.0,5.0,8.0,3.0,7.0,6.0,1.0,0.0,0.128390833735466,0.21116903424263,0.08343996852636337,0.0009998289169743657,0.14670529961585999,0.026287663727998734,0.03133399039506912,0.3716733753681183,0,0,3,3,0,0,76,96,80,96,90,102,0,1,6,1
9.0,3.0,4.0,2.0,8.0,5.0,6.0,7.0,1.0,0.0,0.1419268250465393,0.13969101011753082,0.22649775445461273,0.020488619804382324,0.08360413461923599,0.055496733635663986,0.02996835671365261,0.3023265600204468,0,1,2,3,1,0,52,56,80,112,22,42,1,3,6,3
7.0,4.0,3.0,5.0,9.0,2.0,8.0,6.0,1.0,0.04393286257982254,0.12665113806724548,0.1623755544424057,0.09403518587350845,0.0,0.2146715223789215,0.007661939132958651,0.06615108996629715,0.2845207154750824,0,0,3,3,1,3,70,84,96,16,118,119,2,2,5,1
5.0,3.0,2.0,8.0,7.0,9.0,6.0,4.0,1.0,0.12063390761613846,0.13671086728572845,0.1875726580619812,0.03717774897813797,0.05842188000679016,0.0,0.09666334092617035,0.13450248539447784,0.22831712663173676,1,1,1,1,1,2,2,40,72,48,80,103,0,3,7,2
9.0,4.0,3.0,2.0,8.0,5.0,6.0,7.0,1.0,0.0,0.12648649513721466,0.13707171380519867,0.23846304416656494,0.04408402740955353,0.09567121416330338,0.06806278973817825,0.04542289301753044,0.24473783373832703,0,0,0,2,0,3,98,8,112,64,2,42,1,2,6,1
4.0,5.0,3.0,7.0,9.0,6.0,8.0,2.0,1.0,0.10453790426254272,0.07401405274868011,0.16275526583194733,0.02116313762962818,0.0,0.03652596101164818,0.015401741489768028,0.17875392735004425,0.4068480134010315,0,1,0,1,2,2,64,56,48,32,68,106,2,0,8,0
7.0,2.0,3.0,5.0,9.0,4.0,8.0,6.0,1.0,0.058097586035728455,0.22099627554416656,0.11774307489395142,0.10357850044965744,0.0,0.10575561970472336,0.000786375196184963,0.08985304087400436,0.3031895160675049,0,0,0,1,3,0,36,104,40,80,22,91,1,3,3,4
8.0,2.0,3.0,4.0,1.0,7.0,9.0,6.0,5.0,0.033644065260887146,0.1855911761522293,0.14466680586338043,0.14417600631713867,0.19449375569820404,0.06672094762325287,0.0,0.0938524454832077,0.13685481250286102,0,1,0,1,3,0,66,36,88,96,14,65,0,0,3,6
9.0,5.0,2.0,3.0,8.0,4.0,7.0,6.0,1.0,0.0,0.10873103141784668,0.15321148931980133,0.14338986575603485,0.0162202101200819,0.13647983968257904,0.07734641432762146,0.07987575232982635,0.28474539518356323,0,0,1,2,1,0,48,20,104,96,90,92,1,0,5,1
9.0,3.0,2.0,6.0,8.0,5.0,7.0,4.0,1.0,0.0,0.11164010316133499,0.23525844514369965,0.05530652031302452,0.012336989864706993,0.06950405240058899,0.021541334688663483,0.10006523877382278,0.39434731006622314,0,0,3,3,3,0,36,88,32,16,108,109,0,2,6,2
5.0,2.0,4.0,9.0,3.0,7.0,8.0,6.0,1.0,0.10733237117528915,0.19830797612667084,0.10908845067024231,0.0,0.17272618412971497,0.06405433267354965,0.009263312444090843,0.09566117078065872,0.24356621503829956,0,1,3,0,1,2,30,96,72,80,62,78,0,3,4,5
4.0,1.0,5.0,7.0,2.0,6.0,9.0,3.0,8.0,0.15353626012802124,0.17718854546546936,0.11096977442502975,0.08237555623054504,0.1642265021800995,0.09856995940208435,0.0,0.15802378952503204,0.05510961636900902,0,1,0,1,0,2,16,4,64,0,52,86,1,1,4,2
9.0,3.0,4.0,2.0,6.0,5.0,7.0,8.0,1.0,0.0,0.15215645730495453,0.11516222357749939,0.22458148002624512,0.05269575119018555,0.06990312039852142,0.05000058934092522,0.03612083941698074,0.29937952756881714,0,1,0,3,2,0,104,60,24,96,20,41,2,0,9,0
8.0,3.0,6.0,2.0,7.0,5.0,9.0,4.0,1.0,0.0044410075061023235,0.16815578937530518,0.11668721586465836,0.17374178767204285,0.06355325877666473,0.11728793382644653,0.0,0.15515437722206116,0.200978621840477,0,0,1,1,0,3,0,52,16,0,86,89,0,1,2,7
9.0,6.0,2.0,3.0,7.0,4.0,8.0,5.0,1.0,0.0,0.08075328916311264,0.19210366904735565,0.14484529197216034,0.06374488025903702,0.13846652209758759,0.03537750616669655,0.09350662678480148,0.25120222568511963,0,0,2,3,3,0,62,108,64,48,116,119,0,2,1,6
8.0,3.0,2.0,6.0,9.0,5.0,7.0,4.0,1.0,0.043227531015872955,0.13583652675151825,0.1538565307855606,0.09607458859682083,0.0,0.11926598846912384,0.07590141892433167,0.1328447461128235,0.24299266934394836,0,0,2,0,0,0,110,12,32,64,38,103,2,2,7,0
7.0,2.0,6.0,1.0,3.0,8.0,9.0,4.0,5.0,0.04586618393659592,0.19039268791675568,0.11118756234645844,0.19780436158180237,0.1688174605369568,0.042695920914411545,0.0,0.125474214553833,0.11776158958673477,2,0,0,2,0,3,24,28,96,96,16,94,0,0,6,3
7.0,3.0,2.0,5.0,9.0,8.0,4.0,6.0,1.0,0.013888481073081493,0.21064601838588715,0.2367498129606247,0.052754245698451996,0.0,0.012545973993837833,0.07805240899324417,0.04570067301392555,0.3496623933315277,0,1,3,3,2,3,74,36,104,48,82,98,2,2,7,1
8.0,7.0,2.0,5.0,9.0,6.0,4.0,3.0,1.0,0.011182854883372784,0.030791010707616806,0.2505587339401245,0.0943780243396759,0.0,0.05321246013045311,0.11272367089986801,0.13047948479652405,0.31667375564575195,1,1,1,1,2,3,102,8,56,32,94,118,1,2,8,0
9.0,2.0,4.0,3.0,6.0,7.0,5.0,8.0,1.0,0.0,0.1896585375070572,0.15685021877288818,0.1604406088590622,0.06762297451496124,0.055149804800748825,0.08454029262065887,0.04555327445268631,0.24018427729606628,2,1,3,2,3,0,12,108,64,16,22,46,0,1,2,1
9.0,3.0,4.0,2.0,8.0,5.0,6.0,7.0,1.0,0.0,0.16510379314422607,0.12560275197029114,0.2017543613910675,0.03605353832244873,0.08917447924613953,0.041515085846185684,0.03787608444690704,0.3029198944568634,0,1,1,0,1,2,68,44,32,32,10,47,2,3,8,0
8.0,2.0,5.0,6.0,3.0,7.0,9.0,4.0,1.0,0.06969649344682693,0.18745113909244537,0.10645666718482971,0.0864768698811531,0.16980674862861633,0.07115543633699417,0.0,0.1149907335639,0.19396591186523438,0,1,1,1,0,2,92,60,8,64,24,86,2,1,6,1
8.0,2.0,4.0,5.0,3.0,7.0,9.0,6.0,1.0,0.013249065726995468,0.19760456681251526,0.09648659080266953,0.07006733119487762,0.18800167739391327,0.06580229848623276,0.0,0.06695378571748734,0.30183470249176025,0,1,1,2,2,2,78,68,72,48,64,72,2,2,4,1
9.0,2.0,3.0,4.0,7.0,5.0,6.0,8.0,1.0,0.0,0.20437084138393402,0.15459948778152466,0.1523200273513794,0.06440385431051254,0.07941136509180069,0.07102207839488983,0.040304034948349,0.23356831073760986,0,1,2,2,3,3,30,44,72,80,32,48,0,0,0,9
9.0,5.0,2.0,3.0,8.0,4.0,7.0,6.0,1.0,0.0,0.09968330711126328,0.157029926776886,0.13264496624469757,0.025574911385774612,0.1244235709309578,0.06274472177028656,0.0839715227484703,0.3139270842075348,0,0,1,2,2,2,28,96,80,16,90,91,2,2,6,2
8.0,7.0,2.0,4.0,9.0,3.0,5.0,6.0,1.0,0.010442184284329414,0.06152589991688728,0.2512744069099426,0.09538397938013077,0.0,0.1025584489107132,0.08541146665811539,0.06530913710594177,0.328094482421875,0,0,1,3,0,1,102,92,80,80,8,92,0,3,1,2
9.0,6.0,2.0,4.0,8.0,3.0,7.0,5.0,1.0,0.0,0.07927601039409637,0.20248961448669434,0.11887843161821365,0.024095529690384865,0.13419365882873535,0.06515795737504959,0.0866493433713913,0.2892594635486603,0,0,3,0,1,0,20,16,80,80,94,101,2,1,3,3
8.0,4.0,2.0,5.0,6.0,7.0,9.0,3.0,1.0,0.026616793125867844,0.16308462619781494,0.19141726195812225,0.10147904604673386,0.08733384311199188,0.05403454601764679,0.0,0.17657692730426788,0.19945695996284485,1,0,0,0,2,2,86,60,8,32,30,90,0,3,3,1
6.0,4.0,2.0,5.0,9.0,3.0,8.0,7.0,1.0,0.07880350202322006,0.13879168033599854,0.16392555832862854,0.09120287001132965,0.0,0.15856905281543732,0.03141868859529495,0.06564287096261978,0.27164578437805176,0,0,3,0,3,3,62,100,96,96,54,75,2,1,7,1
9.0,4.0,3.0,2.0,7.0,5.0,6.0,8.0,1.0,0.0,0.13467153906822205,0.15002776682376862,0.20088109374046326,0.05096406117081642,0.09441062062978745,0.07745470106601715,0.03045649826526642,0.26113373041152954,0,1,2,3,0,2,42,4,8,80,24,39,0,2,3,4
9.0,3.0,4.0,2.0,7.0,5.0,8.0,6.0,1.0,0.0,0.14293040335178375,0.11955369263887405,0.17100763320922852,0.07687118649482727,0.10878439992666245,0.03260790556669235,0.08490670472383499,0.2633380591869354,1,0,0,2,3,3,40,56,88,0,56,57,2,1,3,6
5.0,4.0,2.0,9.0,7.0,8.0,6.0,3.0,1.0,0.09867732971906662,0.09984666854143143,0.19471989572048187,0.0,0.008486565202474594,0.0006315243663266301,0.03912752866744995,0.17621153593063354,0.38229894638061523,0,1,0,0,1,2,24,100,64,64,66,114,2,3,9,0
8.0,5.0,2.0,4.0,6.0,7.0,9.0,3.0,1.0,0.02298855409026146,0.09909909218549728,0.14492352306842804,0.10904719680547714,0.0926942229270935,0.08030707389116287,0.0,0.1241968497633934,0.326743483543396,2,0,3,1,2,3,88,80,64,16,74,80,1,3,9,0
7.0,3.0,4.0,8.0,6.0,5.0,9.0,2.0,1.0,0.05872289463877678,0.15327532589435577,0.14622552692890167,0.05006370320916176,0.06117270886898041,0.08070230484008789,0.0,0.18109793961048126,0.26873961091041565,0,1,2,1,0,0,22,20,104,80,64,109,2,3,4,1
8.0,2.0,3.0,4.0,6.0,5.0,9.0,7.0,1.0,0.016414349898695946,0.13322223722934723,0.13142646849155426,0.10770479589700699,0.05013130232691765,0.08202338963747025,0.0,0.04948054626584053,0.4295969009399414,0,0,1,0,2,0,6,88,56,96,16,100,1,3,5,1
9.0,5.0,2.0,4.0,8.0,6.0,7.0,3.0,1.0,0.0,0.07731236517429352,0.21595364809036255,0.15122376382350922,0.016218507662415504,0.07671823352575302,0.04475240409374237,0.15698355436325073,0.26083752512931824,0,0,1,0,2,2,114,40,32,32,84,112,0,0,6,1
9.0,3.0,4.0,2.0,8.0,5.0,6.0,7.0,1.0,0.0,0.15907128155231476,0.13568031787872314,0.18762528896331787,0.016321582719683647,0.09840208292007446,0.05004849284887314,0.017645010724663734,0.33520594239234924,0,1,3,3,2,2,12,104,104,64,28,42,1,1,6,3
8.0,2.0,5.0,3.0,4.0,6.0,7.0,9.0,1.0,0.03215238079428673,0.18845757842063904,0.10679663717746735,0.12060821801424026,0.10868915170431137,0.10144645720720291,0.06216587871313095,0.0,0.2796837091445923,0,1,2,2,2,1,88,80,8,80,30,64,2,1,9,0
9.0,2.0,4.0,3.0,5.0,7.0,6.0,8.0,1.0,0.0,0.20704738795757294,0.1324492245912552,0.13457374274730682,0.07710172981023788,0.034509025514125824,0.039373189210891724,0.006541396491229534,0.3684042990207672,0,1,2,2,3,0,64,52,96,80,50,63,2,0,1,4
8.0,3.0,2.0,4.0,9.0,7.0,6.0,5.0,1.0,0.014960265718400478,0.13693265616893768,0.16400833427906036,0.08238541334867477,0.0,0.04716110974550247,0.05197387561202049,0.08014049381017685,0.422437846660614,0,0,0,1,3,1,44,116,8,48,32,83,0,1,6,2
8.0,7.0,2.0,3.0,9.0,6.0,4.0,5.0,1.0,0.014506957493722439,0.03271845355629921,0.22254648804664612,0.1272341012954712,0.0,0.07308951020240784,0.124473437666893,0.11525829136371613,0.290172815322876,0,0,2,3,2,3,90,64,8,48,100,117,2,0,2,3
8.0,3.0,4.0,5.0,2.0,6.0,9.0,7.0,1.0,0.0008175517432391644,0.17763228714466095,0.10834087431430817,0.10602015256881714,0.18570475280284882,0.0986625999212265,0.0,0.053380001336336136,0.26944178342819214,0,1,1,0,3,0,48,16,48,16,64,70,1,1,3,4
8.0,6.0,2.0,4.0,9.0,5.0,7.0,3.0,1.0,0.03287431597709656,0.08972185850143433,0.19700933992862701,0.12178447842597961,0.0,0.1166469007730484,0.05664125084877014,0.12202373892068863,0.2632981240749359,0,0,1,2,1,1,106,92,40,64,80,101,1,2,7,2
7.0,5.0,2.0,6.0,8.0,9.0,3.0,4.0,1.0,0.0742250606417656,0.1048792153596878,0.22487924993038177,0.07665177434682846,0.0426601767539978,0.0,0.12829765677452087,0.11316142976284027,0.23524543642997742,0,1,2,0,3,3,114,60,112,16,90,109,0,3,3,2
9.0,5.0,3.0,1.0,6.0,7.0,4.0,8.0,2.0,0.0,0.08169952780008316,0.17153769731521606,0.2751602530479431,0.0600968673825264,0.0588659942150116,0.08268242329359055,0.0445951446890831,0.22536210715770721,1,1,0,1,3,3,26,116,24,96,18,27,0,2,7,1
5.0,4.0,2.0,8.0,7.0,6.0,9.0,3.0,1.0,0.09099540114402771,0.15128429234027863,0.1589002013206482,0.018278630450367928,0.0342474989593029,0.0733850747346878,0.0,0.15582941472530365,0.31707948446273804,0,1,2,1,1,3,26,24,96,96,52,107,2,3,6,3
9.0,1.0,2.0,6.0,3.0,4.0,8.0,7.0,5.0,0.0,0.25626346468925476,0.17436395585536957,0.09722734242677689,0.1582493931055069,0.15505088865756989,0.0057516698725521564,0.021043194457888603,0.1320500671863556,2,0,0,0,3,2,84,100,72,112,6,74,2,0,1,1
9.0,2.0,4.0,1.0,6.0,7.0,8.0,3.0,5.0,0.0,0.17021065950393677,0.1553177535533905,0.20730631053447723,0.10870423167943954,0.0678446814417839,0.01637950912117958,0.1613890528678894,0.11284779757261276,2,0,0,1,3,3,72,116,96,96,18,40,0,2,3,5
5.0,2.0,4.0,7.0,6.0,8.0,9.0,3.0,1.0,0.09748861193656921,0.18872952461242676,0.14501409232616425,0.012850919738411903,0.05246374011039734,0.004116026684641838,0.0,0.1702577769756317,0.3290793001651764,0,1,3,1,1,1,78,88,16,32,62,103,1,2,2,1
8.0,2.0,5.0,6.0,3.0,4.0,9.0,7.0,1.0,0.05933302640914917,0.17458824813365936,0.11590336263179779,0.0983034297823906,0.14231841266155243,0.12169374525547028,0.0,0.07963395118713379,0.208225816488266,0,1,2,1,0,3,58,76,16,0,20,88,2,3,2,0
5.0,3.0,2.0,9.0,6.0,8.0,7.0,4.0,1.0,0.08213158696889877,0.17279377579689026,0.18046638369560242,0.0,0.05672599375247955,0.013104096055030823,0.038067884743213654,0.15605634450912476,0.30065393447875977,0,1,1,2,1,2,24,64,88,96,44,118,0,3,4,4
8.0,2.0,4.0,3.0,7.0,5.0,9.0,6.0,1.0,0.00038079271325841546,0.19013310968875885,0.1037474051117897,0.18015184998512268,0.0431542806327343,0.09152323007583618,0.0,0.05654723942279816,0.33436208963394165,0,0,2,1,1,2,102,108,112,112,52,55,2,1,1,4
7.0,4.0,2.0,5.0,9.0,3.0,8.0,6.0,1.0,0.050539348274469376,0.1143568828701973,0.16170303523540497,0.10951784998178482,0.0,0.14069566130638123,0.04309327155351639,0.057334478944540024,0.3227594792842865,0,0,3,3,1,2,40,8,96,96,76,98,2,3,0,5
9.0,3.0,4.0,2.0,5.0,6.0,8.0,7.0,1.0,0.0,0.13193249702453613,0.12039244920015335,0.16463400423526764,0.10450851172208786,0.10212315618991852,0.03817933052778244,0.08218833059072495,0.2560417056083679,0,0,0,2,0,1,30,72,40,0,32,110,0,3,9,0
9.0,3.0,4.0,2.0,5.0,6.0,8.0,7.0,1.0,0.0,0.12419012933969498,0.11492613703012466,0.24737665057182312,0.07324078679084778,0.0696013942360878,0.02937365137040615,0.03822225704789162,0.30306899547576904,0,0,3,2,1,0,36,28,88,96,26,82,2,1,0,3
7.0,3.0,2.0,5.0,8.0,6.0,9.0,4.0,1.0,0.015322670340538025,0.13178423047065735,0.16864535212516785,0.10303322225809097,0.010430745780467987,0.10150544345378876,0.0,0.12257303297519684,0.34670528769493103,0,0,1,3,0,0,78,44,64,64,94,119,0,2,6,1
8.0,6.0,2.0,5.0,9.0,7.0,3.0,4.0,1.0,0.0633087158203125,0.07733680307865143,0.20128433406352997,0.10269492864608765,0.0,0.06807427853345871,0.13839615881443024,0.12727075815200806,0.22163401544094086,0,1,3,0,3,0,20,104,32,32,88,103,1,2,6,1
8.0,4.0,3.0,5.0,7.0,6.0,9.0,2.0,1.0,0.006335343234241009,0.1322157233953476,0.153826504945755,0.12404290586709976,0.030142704024910927,0.0913938581943512,0.0,0.18232032656669617,0.2797226309776306,0,0,3,2,2,2,84,52,16,0,72,102,0,1,7,2
8.0,5.0,2.0,6.0,7.0,3.0,9.0,4.0,1.0,0.03709883987903595,0.09872595220804214,0.1578225940465927,0.07745017856359482,0.06753749400377274,0.10895857214927673,0.0,0.09929396957159042,0.3531123995780945,0,0,2,3,0,3,40,80,24,0,84,109,0,3,0,2
7.0,5.0,1.0,6.0,9.0,8.0,3.0,4.0,2.0,0.021509671583771706,0.118540458381176,0.24397514760494232,0.10552062094211578,0.0,0.013511420227587223,0.13431039452552795,0.12891535460948944,0.2337169349193573,0,1,2,0,3,2,116,60,96,112,88,96,0,0,5,3
9.0,3.0,4.0,2.0,5.0,7.0,8.0,6.0,1.0,0.0,0.14555755257606506,0.12638789415359497,0.150740846991539,0.0972033143043518,0.0871470645070076,0.011897276155650616,0.09290832281112671,0.28815773129463196,0,0,2,2,0,1,34,72,8,0,54,100,0,1,9,0
